altimeter_type,file_cycle,year_fraction,observations,weighted_observations,GMSL,GMSL_sd,GMSL_smoothed,GMSL_GIA_applied,GMSL_GIA_applied_sd,GMSL_GIA_smoothed,GMSL_GIA_smoothed_removed,GMSL_smoothed_removed
0,918,2017.634788,448302,331949.81,39.23,85.06,40.01,45.26,85.74,46.03,43.47,37.46
0,919,2017.661954,444207,329775.69,41.37,85.74,41.05,47.38,86.5,47.08,43.51,37.49
0,920,2017.68912,448023,333028.41,43.69,86.45,41.79,49.74,87.09,47.83,43.42,37.39
0,921,2017.716286,449820,334448.81,44.13,86.32,42.15,50.18,86.89,48.2,43.18,37.13
0,922,2017.743453,447866,332651.41,41.23,86.76,42.23,47.29,87.37,48.28,42.9,36.86
0,923,2017.770619,451315,334680.19,41.36,88.11,42.24,47.39,88.59,48.29,42.82,36.78
0,924,2017.797785,447960,332646.0,41.89,88.28,42.36,47.96,88.8,48.41,43.11,37.06
0,925,2017.824951,450913,333076.59,42.17,87.62,42.6,48.21,88.05,48.65,43.75,37.7
0,926,2017.852117,454665,334991.5,44.09,85.78,42.84,50.14,86.34,48.89,44.57,38.52
0,927,2017.879283,461695,336917.0,42.96,85.53,42.87,48.99,85.94,48.92,45.32,39.26
0,928,2017.906449,465602,337837.59,44.37,86.09,42.52,50.41,86.47,48.57,45.75,39.7
0,929,2017.933616,464313,336112.09,42.68,85.63,41.74,48.75,85.92,47.8,45.79,39.72
0,930,2017.960782,468242,338800.5,41.85,85.17,40.64,47.91,85.44,46.7,45.46,39.39
0,931,2017.987948,470352,339605.09,37.61,84.01,39.49,43.68,84.37,45.55,45.0,38.93
0,932,2018.015114,467719,337518.5,36.71,83.69,38.56,42.77,84.06,44.63,44.68,38.6
0,933,2018.04228,468321,338623.31,37.31,82.24,37.95,43.37,82.5,44.03,44.58,38.49
0,934,2018.069446,472091,340255.09,38.21,83.12,37.53,44.29,83.22,43.61,44.56,38.47
0,935,2018.096613,466736,337233.5,39.38,85.07,37.09,45.49,85.1,43.18,44.45,38.35
0,936,2018.123779,466522,336968.81,36.0,85.54,36.62,42.09,85.62,42.72,44.26,38.15
0,937,2018.150945,466616,336887.59,32.66,84.52,36.21,38.77,84.5,42.32,44.11,37.99
0,938,2018.178111,467049,336958.91,37.27,85.0,35.89,43.38,84.77,42.02,44.07,37.94
0,939,2018.205277,468552,337981.91,37.84,85.78,35.57,43.97,85.46,41.7,44.04,37.9
0,940,2018.232443,468057,337708.81,35.06,84.83,35.15,41.23,84.54,41.29,43.95,37.81
0,941,2018.259609,464951,334155.19,32.72,84.89,34.69,38.88,84.54,40.85,43.87,37.71
0,942,2018.286776,466453,336886.31,34.57,84.3,34.35,40.72,84.13,40.51,43.91,37.75
0,943,2018.313942,468199,337303.69,33.92,82.77,34.18,40.1,82.57,40.36,44.13,37.95
0,944,2018.341108,467928,337036.0,34.08,80.71,34.19,40.27,80.49,40.38,44.46,38.27
0,945,2018.368274,464598,334452.19,33.67,80.32,34.35,39.87,80.24,40.54,44.84,38.65
0,946,2018.39544,468403,337420.41,34.24,79.9,34.61,40.43,79.86,40.8,45.17,38.99
0,947,2018.422606,464525,335632.0,35.94,80.43,34.94,42.15,80.2,41.14,45.4,39.21
0,948,2018.449772,464273,335952.41,35.29,80.3,35.37,41.48,80.2,41.57,45.52,39.33
0,949,2018.476939,461798,335448.91,34.18,79.88,35.99,40.42,80.1,42.2,45.62,39.41
0,950,2018.504105,460539,336251.5,35.57,79.14,36.87,41.78,79.46,43.08,45.76,39.55
0,951,2018.531271,451680,331845.31,38.58,80.8,37.97,44.76,80.96,44.18,45.93,39.72
0,952,2018.558437,449916,331104.41,40.6,83.56,39.15,46.78,83.77,45.37,46.05,39.83
0,953,2018.585603,450097,332714.31,39.41,83.62,40.37,45.64,83.78,46.6,46.12,39.9
0,954,2018.612769,449745,332946.59,41.01,86.7,41.68,47.27,87.13,47.92,46.27,40.04
0,955,2018.639936,446789,332029.59,42.25,86.57,43.15,48.52,87.23,49.41,46.65,40.4
0,956,2018.667102,445733,331781.5,44.46,87.03,44.74,50.74,87.64,51.0,47.25,41.0
0,957,2018.694268,444503,330499.31,48.13,90.65,46.25,54.4,91.15,52.52,47.98,41.71
0,958,2018.721434,445839,331170.69,47.61,90.48,47.46,53.89,91.05,53.73,48.62,42.36
0,959,2018.7486,444024,329393.59,50.82,92.06,48.23,57.09,92.67,54.5,49.08,42.82
0,960,2018.775766,446385,330285.81,48.08,92.7,48.52,54.37,93.29,54.8,49.34,43.07
0,961,2018.802932,452144,331894.0,48.61,92.93,48.35,54.89,93.35,54.63,49.39,43.11
0,962,2018.830099,453681,332779.41,50.25,94.23,47.74,56.53,94.72,54.01,49.21,42.94
0,963,2018.857265,458869,335074.0,47.49,94.26,46.74,53.75,94.79,53.02,48.83,42.55
0,964,2018.884431,458162,333620.5,44.91,92.6,45.56,51.19,93.11,51.84,48.38,42.1
0,965,2018.911597,460437,333918.19,42.51,91.61,44.43,48.79,91.96,50.71,48.05,41.76
0,966,2018.938763,464787,336638.5,43.7,88.76,43.55,49.98,89.04,49.84,47.98,41.68
0,967,2018.965929,468555,337677.5,42.73,86.92,43.01,49.02,87.05,49.31,48.21,41.89
0,968,2018.993096,470487,338524.59,41.71,85.75,42.82,48.02,85.71,49.12,48.7,42.38
0,969,2019.020262,467262,336502.5,40.44,86.27,42.9,46.76,86.33,49.21,49.37,43.04
0,970,2019.047428,469252,338261.09,46.3,86.0,43.13,52.62,86.09,49.45,50.08,43.75
0,971,2019.074594,465811,335779.81,42.73,85.55,43.31,49.05,85.53,49.63,50.65,44.31
0,972,2019.10176,468309,337506.19,44.3,86.46,43.38,50.63,86.3,49.71,51.03,44.69
0,973,2019.128926,465734,335490.41,42.43,86.8,43.4,48.77,86.61,49.74,51.33,44.98
0,974,2019.156092,86625,62710.1,42.53,89.47,43.42,48.83,89.29,49.78,51.62,45.25
0,975,2019.183259,353465,254428.91,43.88,87.95,43.4,50.31,87.79,49.77,51.87,45.5
0,976,2019.210425,466597,336460.31,45.82,87.88,43.21,52.19,87.69,49.6,52.0,45.6
0,977,2019.237591,463426,334129.31,42.98,88.21,42.84,49.37,88.14,49.25,51.98,45.57
0,978,2019.264757,210066,152217.7,41.01,87.03,42.47,47.5,86.94,48.88,51.97,45.57
0,979,2019.291923,465728,334892.41,39.57,86.34,42.3,45.95,86.16,48.72,52.19,45.78
0,980,2019.319089,465922,336287.19,43.22,87.17,42.37,49.63,86.98,48.79,52.62,46.21
0,981,2019.346256,461821,334092.41,44.33,86.37,42.53,50.79,86.19,48.96,53.09,46.66
0,982,2019.373422,462517,333469.31,42.71,84.18,42.66,49.17,84.01,49.1,53.42,46.99
0,983,2019.400588,465636,334679.5,41.59,83.35,42.81,48.03,83.28,49.25,53.62,47.18
0,984,2019.427754,465637,336885.81,41.67,83.17,43.12,48.1,83.35,49.55,53.77,47.35
0,985,2019.45492,464541,335878.0,44.25,82.25,43.65,50.66,82.43,50.08,53.95,47.52
0,986,2019.482086,459315,333938.5,44.24,82.53,44.38,50.64,82.6,50.81,54.1,47.68
0,987,2019.509252,456448,332348.81,44.6,82.19,45.28,51.04,82.4,51.71,54.22,47.8
0,988,2019.536419,453732,331605.5,46.53,83.55,46.38,52.97,83.92,52.82,54.37,47.94
0,989,2019.563585,453760,332424.31,46.23,84.41,47.76,52.69,85.06,54.21,54.67,48.23
0,990,2019.590751,452183,333310.31,47.82,83.54,49.39,54.3,84.12,55.85,55.15,48.7
0,991,2019.617917,450215,332093.5,52.55,84.65,51.1,59.01,85.18,57.57,55.7,49.24
0,992,2019.645083,450764,332335.09,54.65,87.92,52.6,61.12,88.49,59.07,56.11,49.65
0,993,2019.672249,447706,330364.09,53.99,89.4,53.65,60.45,89.88,60.12,56.21,49.75
0,994,2019.699415,448722,331775.41,55.95,91.79,54.13,62.41,92.32,60.61,55.94,49.47
0,995,2019.726582,448526,331471.69,55.48,90.84,54.11,61.96,91.4,60.6,55.41,48.93
0,996,2019.753748,447550,330152.91,52.61,91.76,53.77,59.12,92.36,60.27,54.82,48.33
0,997,2019.780914,449376,331131.41,53.77,92.2,53.32,60.31,92.72,59.84,54.41,47.89
0,998,2019.80808,449416,330484.69,52.41,91.71,52.94,58.92,92.42,59.46,54.29,47.77
0,999,2019.835246,455208,333951.09,51.0,91.96,52.67,57.55,92.7,59.19,54.49,47.97
0,1000,2019.862412,455628,333083.69,54.1,91.7,52.43,60.62,92.33,58.96,54.9,48.37
0,1001,2019.889579,461553,335437.31,52.82,92.66,52.04,59.36,93.1,58.57,55.26,48.72
0,1002,2019.916745,462991,335063.5,51.61,91.82,51.37,58.15,92.3,57.9,55.39,48.85
0,1003,2019.943911,466251,336364.19,52.01,90.92,50.34,58.52,91.34,56.88,55.17,48.62
0,1004,2019.971077,468569,337347.69,48.77,90.27,49.02,55.29,90.59,55.56,54.59,48.04
0,1005,2019.998243,467823,337023.31,48.12,87.63,47.54,54.68,87.71,54.09,53.78,47.22
0,1006,2020.02534,465591,336736.19,45.33,87.79,46.11,51.88,87.97,52.67,52.92,46.35
0,1007,2020.052432,466049,336368.31,43.15,88.0,44.95,49.7,88.15,51.54,52.25,45.65
0,1008,2020.079524,279885,201847.5,44.73,86.54,44.26,51.32,86.51,50.88,51.96,45.32
0,1009,2020.106616,51547,36435.4,39.43,87.62,44.13,46.24,87.67,50.76,52.13,45.49
0,1010,2020.133708,463894,335905.81,45.91,87.09,44.41,52.48,87.06,51.04,52.67,46.04
0,1011,2020.1608,466111,335951.19,45.47,87.09,44.8,52.08,87.04,51.43,53.31,46.68
0,1012,2020.187891,466207,335941.41,47.61,87.73,45.0,54.23,87.55,51.63,53.78,47.15
0,1013,2020.214983,464568,335138.59,44.04,88.88,44.87,50.66,88.71,51.5,53.95,47.32
0,1014,2020.242075,466323,336191.0,44.84,88.74,44.53,51.48,88.49,51.17,53.96,47.32
0,1015,2020.269167,464024,334431.5,44.13,87.25,44.18,50.79,87.1,50.82,53.98,47.34
0,1016,2020.296259,467523,335617.41,42.18,85.75,43.98,48.83,85.54,50.63,54.16,47.52
0,1017,2020.323351,467014,335849.91,43.33,84.17,43.95,49.98,83.97,50.6,54.48,47.84
0,1018,2020.350443,468162,336503.69,45.63,85.98,43.97,52.3,85.61,50.64,54.81,48.14
0,1019,2020.377535,467781,337660.09,45.03,84.76,43.93,51.68,84.49,50.6,54.94,48.27
0,1020,2020.404627,463622,335394.41,42.52,85.85,43.83,49.21,85.67,50.52,54.88,48.19
0,1021,2020.431719,466254,336934.59,43.78,84.26,43.84,50.47,84.18,50.54,54.72,48.03
0,1022,2020.458811,304395,220295.2,42.08,82.73,44.12,48.84,82.74,50.83,54.63,47.92
0,1023,2020.485903,462408,336158.41,44.5,82.74,44.74,51.2,82.93,51.45,54.65,47.94
0,1024,2020.512995,456705,333880.81,45.66,81.33,45.61,52.35,81.57,52.32,54.71,48.01
0,1025,2020.540087,458077,334301.31,46.8,82.5,46.6,53.51,82.7,53.31,54.72,48.02
0,1026,2020.567178,455668,333999.5,47.59,83.97,47.6,54.3,84.27,54.32,54.63,47.92
0,1027,2020.59427,455227,334817.81,49.43,85.79,48.62,56.17,86.3,55.35,54.5,47.77
0,1028,2020.621362,448502,331103.19,47.9,84.79,49.69,54.63,85.1,56.42,54.41,47.69
0,1029,2020.648454,446505,330803.09,50.69,86.46,50.8,57.45,86.76,57.54,54.45,47.72
0,1030,2020.675546,448161,331355.0,53.15,88.79,51.87,59.88,89.05,58.61,54.59,47.86
0,1031,2020.702638,442983,329513.91,53.94,88.29,52.76,60.67,88.64,59.51,54.76,48.02
0,1032,2020.72973,447580,332291.0,52.92,88.46,53.4,59.71,88.76,60.15,54.92,48.17
0,1033,2020.756822,450972,333527.19,54.54,90.09,53.76,61.29,90.38,60.52,55.06,48.31
0,1034,2020.783914,448871,332073.69,54.75,90.09,53.85,61.5,90.48,60.62,55.2,48.44
0,1035,2020.811006,389979,287722.81,53.27,91.01,53.63,59.99,91.48,60.41,55.28,48.5
0,1036,2020.838098,422538,312028.69,55.35,90.87,53.06,62.2,91.35,59.84,55.2,48.42
0,1037,2020.86519,456156,334995.91,53.34,89.36,52.18,60.12,89.66,58.97,54.98,48.19
0,1038,2020.892282,458606,336509.0,48.88,88.78,51.18,55.68,89.08,57.97,54.74,47.94
0,1039,2020.919374,461385,336195.19,50.42,87.19,50.3,57.2,87.35,57.08,54.65,47.86
0,1040,2020.946465,463623,336209.59,48.37,85.75,49.7,55.14,85.88,56.48,54.84,48.05
0,1041,2020.973557,468028,337891.19,48.96,85.02,49.4,55.75,85.26,56.19,55.29,48.48
0,1042,2021.000651,464986,336156.19,48.89,86.09,49.3,55.69,86.45,56.1,55.85,49.03
0,1043,2021.027817,468515,337427.59,50.11,84.8,49.18,56.92,84.9,55.98,56.28,49.47
0,1044,2021.054983,468471,337493.69,50.01,85.32,48.84,56.82,85.27,55.65,56.4,49.58
0,1045,2021.08215,467877,337836.31,49.73,86.92,48.21,56.53,86.72,55.02,56.13,49.31
0,1046,2021.109316,462866,334156.41,46.8,87.83,47.39,53.62,87.58,54.22,55.62,48.78
0,1047,2021.136482,465337,335567.81,45.29,87.2,46.67,52.12,86.95,53.51,55.17,48.32
0,1048,2021.163648,467959,337557.0,44.57,87.37,46.31,51.43,87.08,53.16,55.07,48.21
0,1049,2021.190814,466271,335802.5,45.58,86.61,46.39,52.46,86.16,53.25,55.43,48.57
0,1050,2021.21798,466752,336370.19,46.13,86.21,46.77,52.99,85.71,53.64,56.12,49.25
0,1051,2021.245146,467346,337255.41,49.05,87.07,47.18,55.95,86.58,54.05,56.88,50.01
0,1052,2021.272313,464069,334789.69,48.61,86.61,47.36,55.49,86.22,54.24,57.44,50.56
0,1053,2021.299479,447210,322836.0,47.97,85.77,47.27,54.84,85.52,54.16,57.74,50.85
0,1054,2021.326645,463285,333251.31,45.56,83.95,47.04,52.46,83.72,53.94,57.86,50.97
0,1055,2021.353811,463469,334930.69,46.14,84.79,46.81,53.05,84.55,53.72,57.92,51.01
0,1056,2021.380977,467758,338043.41,47.84,85.21,46.69,54.76,84.95,53.6,57.95,51.05
0,1057,2021.408143,466325,337368.69,46.66,83.47,46.7,53.59,83.23,53.63,57.98,51.05
0,1058,2021.43531,463240,335462.81,44.45,82.26,46.93,51.4,82.04,53.88,58.02,51.08
0,1059,2021.462476,461262,335068.19,47.73,81.64,47.45,54.67,81.68,54.4,58.13,51.18
0,1060,2021.489642,459241,333999.5,47.53,81.88,48.27,54.47,82.16,55.23,58.33,51.37
0,1061,2021.516808,455757,334999.59,49.79,82.08,49.36,56.81,82.45,56.33,58.59,51.63
0,1062,2021.543974,453391,333563.0,48.77,84.23,50.68,55.74,84.34,57.65,58.91,51.95
0,1063,2021.57114,450614,332403.5,52.27,87.87,52.1,59.21,88.03,59.08,59.22,52.25
0,1064,2021.598306,448408,331974.69,54.69,87.52,53.49,61.68,87.78,60.48,59.45,52.47
0,1065,2021.625473,442099,328107.09,56.92,85.28,54.72,63.91,85.44,61.71,59.53,52.55
0,1066,2021.652639,440819,327567.41,53.51,85.73,55.76,60.52,86.07,62.77,59.53,52.53
0,1067,2021.679805,440618,328039.31,56.57,87.74,56.69,63.61,88.07,63.7,59.55,52.55
0,1068,2021.706971,449777,334301.91,59.52,87.6,57.49,66.52,87.98,64.49,59.65,52.66
0,1069,2021.734137,451041,333743.5,58.0,89.81,58.08,64.99,90.36,65.09,59.8,52.8
0,1070,2021.761303,450665,333107.19,58.81,91.5,58.37,65.82,92.01,65.38,59.91,52.91
0,1071,2021.788469,449838,332384.31,59.09,92.68,58.28,66.1,93.29,65.3,59.91,52.9
0,1072,2021.815636,450468,332258.41,60.11,91.32,57.82,67.15,91.92,64.84,59.78,52.76
0,1073,2021.842802,456093,335562.19,57.18,89.73,57.08,64.2,90.1,64.11,59.57,52.54
0,1074,2021.869968,458073,336028.69,53.7,90.46,56.25,60.73,90.83,63.28,59.42,52.39
0,1075,2021.897134,463488,337532.81,55.36,89.98,55.47,62.4,90.25,62.5,59.41,52.37
0,1076,2021.9243,465513,338073.59,57.39,90.35,54.75,64.44,90.52,61.79,59.5,52.46
0,1077,2021.951466,466618,337911.09,52.95,90.07,54.13,59.98,90.17,61.16,59.66,52.62
0,1078,2021.978633,470166,338049.81,51.37,86.95,53.68,58.38,87.12,60.71,59.93,52.89
0,1079,2022.005799,467145,337701.09,53.03,86.34,53.45,60.03,86.51,60.47,60.33,53.3
0,1080,2022.032965,466005,336049.0,54.49,86.1,53.3,61.52,86.19,60.33,60.72,53.68
0,1081,2022.060131,464492,334644.91,54.44,84.64,53.0,61.47,84.64,60.04,60.86,53.81
0,1082,2022.087297,466325,336605.59,52.6,85.1,52.37,59.67,85.12,59.42,60.59,53.53
0,1083,2022.114463,464907,336385.59,53.33,84.13,51.44,60.39,83.93,58.5,59.95,52.88
0,1084,2022.141629,463681,335856.0,49.21,86.44,50.46,56.28,86.47,57.52,59.23,52.16
0,1085,2022.168796,468902,339470.59,46.58,87.87,49.72,53.65,87.85,56.8,58.76,51.67
0,1086,2022.195962,463558,335227.81,49.5,86.98,49.41,56.56,86.81,56.5,58.73,51.64
0,1087,2022.223128,466900,336956.31,48.78,88.0,49.45,55.89,87.74,56.56,59.11,52.0
0,1088,2022.250294,465949,335330.5,50.13,88.62,49.6,57.29,88.12,56.72,59.62,52.5
0,1089,2022.27746,468092,336573.31,51.59,87.52,49.59,58.74,87.1,56.72,59.99,52.86
0,1090,2022.304626,450777,327793.59,48.78,88.61,49.24,55.91,88.31,56.39,60.04,52.89
0,1091,2022.331793,470193,339424.5,51.09,87.66,48.59,58.25,87.26,55.74,59.72,52.58
0,1092,2022.358959,461048,335040.31,46.41,86.14,47.83,53.61,85.99,54.99,59.23,52.07
0,1093,2022.386125,468314,337693.81,45.57,86.23,47.3,52.7,86.05,54.46,58.82,51.67
0,1094,2022.413291,466900,336987.0,45.17,85.34,47.27,52.32,85.29,54.44,58.76,51.6
0,1095,2022.440457,469488,339027.91,47.68,86.3,47.88,54.85,86.59,55.05,59.13,51.97
0,1096,2022.467623,467235,337908.09,46.34,85.83,49.02,53.53,85.94,56.2,59.83,52.65
0,1097,2022.494789,460714,335266.41,51.75,86.13,50.41,58.91,86.41,57.6,60.55,53.37
0,1098,2022.521956,458066,334847.31,53.71,86.51,51.72,60.94,86.69,58.93,61.01,53.81
0,1099,2022.549122,457650,334608.41,54.12,86.36,52.83,61.3,86.72,60.05,61.11,53.89
0,1100,2022.576288,457918,336700.59,52.2,85.66,53.82,59.44,86.01,61.06,60.98,53.75
0,1101,2022.603454,434630,323021.69,52.63,87.86,54.93,59.96,88.21,62.17,60.92,53.69
0,1102,2022.63062,455598,336674.59,56.93,88.41,56.21,64.17,88.92,63.46,61.07,53.83
0,1103,2022.657786,452652,335243.59,58.18,89.85,57.52,65.4,90.43,64.76,61.33,54.1
0,1104,2022.684953,449301,333409.19,60.63,91.33,58.61,67.89,91.83,65.85,61.55,54.32
0,1105,2022.712119,448622,333287.5,59.18,92.2,59.34,66.39,92.82,66.59,61.64,54.4
0,1106,2022.739285,448870,332384.5,60.44,92.04,59.69,67.69,92.68,66.94,61.6,54.35
0,1107,2022.766451,449170,332021.31,60.51,92.04,59.68,67.78,92.7,66.95,61.48,54.21
0,1108,2022.793617,450374,333314.5,59.95,92.01,59.35,67.25,92.55,66.62,61.28,54.01
0,1109,2022.820783,454968,336158.69,58.8,94.31,58.71,66.06,95.0,66.0,61.02,53.73
0,1110,2022.847949,452635,332538.59,60.06,91.73,57.89,67.37,92.44,65.18,60.76,53.47
0,1111,2022.875116,454983,333817.09,54.94,92.75,57.1,62.25,93.43,64.4,60.68,53.38
0,1112,2022.902282,455064,333127.09,54.75,92.24,56.6,62.06,92.58,63.9,60.96,53.66
0,1113,2022.929448,464763,337631.81,54.08,90.91,56.45,61.38,91.19,63.74,61.61,54.31
0,1114,2022.956614,461315,335086.81,59.69,90.99,56.46,66.96,91.45,63.75,62.39,55.09
0,1115,2022.98378,469379,339595.31,58.27,87.74,56.35,65.53,88.01,63.64,62.99,55.69
0,1116,2023.010946,469829,338864.41,54.42,86.17,56.01,61.7,86.26,63.3,63.27,55.97
0,1117,2023.038113,466378,335939.5,55.5,85.2,55.52,62.8,85.4,62.82,63.3,55.99
0,1118,2023.065279,467696,337821.0,55.45,86.72,55.02,62.76,86.86,62.33,63.22,55.9
0,1119,2023.092445,467284,338524.69,53.94,86.53,54.58,61.24,86.54,61.89,63.12,55.79
0,1120,2023.119611,469320,339213.81,54.41,88.47,54.21,61.75,88.1,61.53,63.03,55.7
0,1121,2023.146777,470817,339534.81,53.45,89.38,53.9,60.78,88.99,61.23,62.98,55.65
0,1122,2023.173943,470137,338340.81,53.27,88.12,53.58,60.59,87.92,60.93,62.94,55.58
0,1123,2023.201109,468764,336289.69,54.5,86.64,53.18,61.86,86.46,60.54,62.83,55.47
0,1124,2023.228276,466985,335593.09,53.67,87.28,52.66,61.04,87.23,60.03,62.64,55.27
0,1125,2023.255442,468273,335829.69,51.37,86.26,52.14,58.75,86.23,59.52,62.49,55.11
0,1126,2023.282608,467862,336098.69,49.5,87.12,51.84,56.88,86.79,59.23,62.57,55.19
0,1127,2023.309774,456396,328882.81,51.33,86.65,51.93,58.74,86.45,59.34,63.05,55.65
0,1128,2023.33694,464132,336058.5,51.43,85.66,52.42,58.86,85.62,59.83,63.87,56.46
0,1129,2023.364106,448206,324019.5,54.28,86.68,53.15,61.74,86.77,60.57,64.84,57.43
0,1130,2023.391272,465082,336303.81,53.4,85.39,54.0,60.8,85.48,61.42,65.79,58.37
0,1131,2023.418439,461816,334760.31,55.57,85.34,54.93,62.98,85.41,62.35,66.64,59.23
0,1132,2023.445605,465020,337098.5,54.53,83.54,56.02,61.93,83.85,63.44,67.45,60.04
0,1133,2023.472771,466150,338434.0,56.2,83.09,57.35,63.63,83.46,64.77,68.29,60.87
0,1134,2023.499937,456272,333912.09,59.22,83.38,58.94,66.65,83.73,66.36,69.16,61.75
0,1135,2023.527103,463380,337323.59,61.07,84.03,60.71,68.47,84.38,68.14,70.04,62.62
0,1136,2023.554269,459734,336554.5,61.01,84.82,62.54,68.44,85.28,69.98,70.83,63.39
0,1137,2023.581436,454331,333943.91,65.35,85.88,64.28,72.8,86.39,71.73,71.43,63.99
0,1138,2023.608602,455370,335585.0,68.37,85.8,65.75,75.86,86.55,73.22,71.75,64.29
0,1139,2023.635768,450104,333165.41,66.58,86.09,66.93,74.07,86.7,74.41,71.81,64.34
0,1140,2023.662934,450716,334524.91,68.48,88.64,67.94,75.96,89.41,75.42,71.81,64.34
0,1141,2023.6901,447590,332007.0,66.55,89.88,69.01,74.05,90.72,76.49,72.05,64.58
0,1142,2023.717266,451156,332933.81,69.79,90.2,70.16,77.26,90.9,77.64,72.6,65.13
0,1143,2023.744432,454880,336108.69,72.21,91.28,70.9,79.68,92.15,78.38,72.99,65.52
0,1144,2023.771599,452869,334311.81,74.69,94.05,71.28,82.19,94.99,78.76,73.29,65.82
0,1145,2023.798765,447945,330121.0,76.42,95.6,71.44,83.85,96.46,78.92,73.63,66.15
0,1146,2023.825931,455290,333812.19,69.74,98.64,71.5,77.24,99.5,78.99,74.11,66.62
0,1147,2023.853097,457579,334789.81,70.69,98.7,71.51,78.21,99.53,79.0,74.71,67.21
